,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
Reporting Year,StateName,LEAName,New/Closed LEA/ESA,NCESID,Year used to make the LEA/ESA/SEA determinations,Total LEA/ESA allocation for Section 611 of IDEA FFY 2020 ($),Total LEA/ESA allocation for Section 611 of IDEA FFY 2021 ($),Increase in LEA/ESA allocations for Section 611 from FFY 2020 to FFY 2021 ($),Total LEA/ESA allocation for Section 619 of IDEA FFY 2021 ($),Total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),Determination under 34 CFR 300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2021-22,Reduction of local and/or state funds taken pursuant to Section 613(a)(2)(C) by the LEA/ESA during SY 2021-22 ($),Percent of the available reduction taken by LEA /ESA during SY 2021-22 (%),Did the State determine whether the LEA/ESA met the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),Did the LEA/ESA meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),"By the date of this data submission, did the State return non-Federal funds to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N)",What amount of non-Federal funds did the State return to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? ($),Required CEIS Was the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2021-22? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification as a child with a disability'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification by disability category'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'placement in a particular educational setting'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'disciplinary action'? (Y/N),Required CEIS Amount reserved for required CEIS in the LEA /ESA in SY 2021-22 ($),Required CEIS Percent taken for required CEIS in the LEA /ESA in SY 2021-22 (%),Voluntary CEIS Did the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2021-22? (Y/N),Voluntary CEIS Amount reserved for voluntary CEIS in SY 2021-22 ($),Voluntary CEIS Percent taken for voluntary CEIS during SY 2021-22 (%),Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2021-22,"Total number of children who received CEIS under the IDEA anytime in the past two school years (including SY 2019-20, SY 2020-21 and SY 2021-22) and received special education and related services in SY 2021-22"
2021,New York,OCEANSIDE UNION FREE SCHOOL DISTRICT, ,3621570,2020-21,1157619,1431051,273432,74695,1505746,225861.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT, ,3621630,2020-21,195679,241477,45798,13257,254734,38210.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OGDENSBURG CITY SCHOOL DISTRICT, ,3621660,2020-21,487353,567632,80279,23883,591515,88727.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OLEAN CITY SCHOOL DISTRICT, ,3621720,2020-21,567345,699557,132212,57927,757484,113622.6,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ONEONTA CITY SCHOOL DISTRICT, ,3621780,2020-21,486384,565240,78856,25788,591028,88654.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ONONDAGA CENTRAL SCHOOL DISTRICT, ,3621810,2020-21,225916,265742,39826,13520,279262,41889.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ONTEORA CENTRAL SCHOOL DISTRICT, ,3621840,2020-21,389747,462673,72926,20810,483483,72522.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ORCHARD PARK CENTRAL SCHOOL DISTRICT, ,3621900,2020-21,1153249,1416714,263465,59630,1476344,221451.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OYSTERPONDS UNION FREE SCHOOL DISTRICT, ,3621930,2020-21,21408,22515,1107,1822,24337,3650.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ORISKANY CENTRAL SCHOOL DISTRICT, ,3621960,2020-21,147689,177148,29459,8135,185283,27792.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OSSINING UNION FREE SCHOOL DISTRICT, ,3622020,2020-21,1187452,1478774,291322,63082,1541856,231278.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,131792,8.55,158,3
2021,New York,OSWEGO CITY SCHOOL DISTRICT, ,3622050,2020-21,966644,1187518,220874,65129,1252647,187897.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,2
2021,New York,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT, ,3622100,2020-21,94881,113125,18244,4943,118068,17710.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,0,0,0,0
2021,New York,SOUTH SENECA CENTRAL SCHOOL DISTRICT, ,3622140,2020-21,234948,274430,39482,11478,285908,42886.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT, ,3622170,2020-21,553076,672590,119514,30597,703187,105478.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT, ,3622200,2020-21,51816,63535,11719,2760,66295,9944.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT, ,3622260,2020-21,193789,236130,42341,8322,244452,36667.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT, ,3622290,2020-21,447778,571868,124090,24409,596277,89441.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT, ,3622380,2020-21,460119,556460,96341,32106,588566,88284.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PANAMA CENTRAL SCHOOL DISTRICT, ,3622410,2020-21,141548,163530,21982,5883,169413,25411.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT, ,3622440,2020-21,100773,121546,20773,3009,124555,18683.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT, ,3622470,2020-21,2090149,2503282,413133,176617,2679899,401984.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PAVILION CENTRAL SCHOOL DISTRICT, ,3622500,2020-21,201173,235462,34289,21888,257350,38602.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PAWLING CENTRAL SCHOOL DISTRICT, ,3622530,2020-21,318233,399584,81351,17847,417431,62614.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PEARL RIVER UNION FREE SCHOOL DISTRICT, ,3622560,2020-21,553045,670111,117066,42926,713037,106955.55,1,+,0,1,1,+,+,1,0,1,0,0,106956,15,0,+,0,+,+
2021,New York,PEEKSKILL CITY SCHOOL DISTRICT, ,3622650,2020-21,889990,1097038,207048,66441,1163479,174521.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PELHAM UNION FREE SCHOOL DISTRICT, ,3622680,2020-21,560771,706646,145875,26335,732981,109947.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PENFIELD CENTRAL SCHOOL DISTRICT, ,3622710,2020-21,1197899,1511205,313306,65949,1577154,236573.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PENN YAN CENTRAL SCHOOL DISTRICT, ,3622740,2020-21,461859,555227,93368,29957,585184,87777.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PERRY CENTRAL SCHOOL DISTRICT, ,3622770,2020-21,235948,281370,45422,12240,293610,44041.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PERU CENTRAL SCHOOL DISTRICT, ,3622830,2020-21,559990,663293,103303,26756,690049,103507.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT, ,3622890,2020-21,424310,518116,93806,31751,549867,82480.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PHOENIX CENTRAL SCHOOL DISTRICT, ,3622920,2020-21,558660,641037,82377,29637,670674,100601.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PINE BUSH CENTRAL SCHOOL DISTRICT, ,3623010,2020-21,1308559,1653838,345279,69997,1723835,258575.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PINE PLAINS CENTRAL SCHOOL DISTRICT, ,3623040,2020-21,253149,309435,56286,12526,321961,48294.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON), ,3623070,2020-21,188529,227198,38669,8915,236113,35416.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PISECO COMMON SCHOOL DISTRICT, ,3623130,2020-21,1037,1037,0,0,1037,155.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PITTSFORD CENTRAL SCHOOL DISTRICT, ,3623160,2020-21,1249564,1539743,290179,64281,1604024,240603.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PLAINEDGE UNION FREE SCHOOL DISTRICT, ,3623190,2020-21,660311,811551,151240,46352,857903,128685.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT, ,3623220,2020-21,1173713,1426859,253146,78463,1505322,225798.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,0
2021,New York,PLATTSBURGH CITY SCHOOL DISTRICT, ,3623280,2020-21,485248,579768,94520,34846,614614,92192.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PLEASANTVILLE UNION FREE SCHOOL DISTRICT, ,3623310,2020-21,368441,442151,73710,16342,458493,68773.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,POCANTICO HILLS CENTRAL SCHOOL DISTRICT, ,3623340,2020-21,112812,142402,29590,6555,148957,22343.55,1,+,0,1,1,+,+,1,1,0,0,0,22344,15,0,+,0,+,+
2021,New York,POLAND CENTRAL SCHOOL DISTRICT, ,3623370,2020-21,144105,169075,24970,6830,175905,26385.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORT BYRON CENTRAL SCHOOL DISTRICT, ,3623430,2020-21,245221,278762,33541,10783,289545,43431.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT, ,3623460,2020-21,1184766,1507177,322411,82565,1589742,238461.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORT JEFFERSON UNION FREE SCHOOL DISTRICT, ,3623490,2020-21,252377,294182,41805,13544,307726,46158.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORT JERVIS CITY SCHOOL DISTRICT, ,3623520,2020-21,705813,877547,171734,53874,931421,139713.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORT WASHINGTON UNION FREE SCHOOL DISTRICT, ,3623580,2020-21,1188495,1467088,278593,62025,1529113,229366.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PORTVILLE CENTRAL SCHOOL DISTRICT, ,3623640,2020-21,225379,282451,57072,17513,299964,44994.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,POTSDAM CENTRAL SCHOOL DISTRICT, ,3623670,2020-21,340591,407696,67105,15000,422696,63404.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,POUGHKEEPSIE CITY SCHOOL DISTRICT, ,3623760,2020-21,1341002,1638406,297404,92285,1730691,259603.65,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,14
2021,New York,PRATTSBURGH CENTRAL SCHOOL DISTRICT, ,3623790,2020-21,90681,113889,23208,6767,120656,18098.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PULASKI CENTRAL SCHOOL DISTRICT, ,3623880,2020-21,273541,324375,50834,22470,346845,52026.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PUTNAM CENTRAL SCHOOL DISTRICT, ,3623970,2020-21,9376,12485,3109,745,13230,1984.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT, ,3624000,2020-21,355519,425556,70037,26158,451714,67757.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,QUEENSBURY UNION FREE SCHOOL DISTRICT, ,3624030,2020-21,763788,937628,173840,47236,984864,147729.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,QUOGUE UNION FREE SCHOOL DISTRICT, ,3624060,2020-21,17981,20236,2255,1400,21636,3245.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RANDOLPH CENTRAL SCHOOL DISTRICT, ,3624090,2020-21,253336,307295,53959,14369,321664,48249.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT, ,3624150,2020-21,533793,630508,96715,55591,686099,102914.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RED CREEK CENTRAL SCHOOL DISTRICT, ,3624210,2020-21,248902,286145,37243,14196,300341,45051.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RED HOOK CENTRAL SCHOOL DISTRICT, ,3624240,2020-21,443989,530666,86677,24481,555147,83272.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,30000,5.4,44,2
2021,New York,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET), ,3624270,2020-21,206498,246376,39878,11400,257776,38666.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,REMSEN CENTRAL SCHOOL DISTRICT, ,3624360,2020-21,140989,164910,23921,7114,172024,25803.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT, ,3624420,2020-21,53728,62811,9083,2902,65713,9856.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RENSSELAER CITY SCHOOL DISTRICT, ,3624450,2020-21,356399,422853,66454,23136,445989,66898.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RHINEBECK CENTRAL SCHOOL DISTRICT, ,3624480,2020-21,318718,351007,32289,15488,366495,54974.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT, ,3624570,2020-21,131495,150947,19452,5820,156767,23515.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT, ,3624630,2020-21,275528,335210,59682,12692,347902,52185.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RIPLEY CENTRAL SCHOOL DISTRICT, ,3624660,2020-21,68832,75734,6902,3008,78742,11811.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RIVERHEAD CENTRAL SCHOOL DISTRICT, ,3624690,2020-21,1508471,1893696,385225,130613,2024309,303646.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROCHESTER CITY SCHOOL DISTRICT, ,3624750,2020-21,9951070,11778707,1827637,717197,12495904,1874385.6,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT, ,3624780,2020-21,820068,1012249,192181,51661,1063910,159586.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROCKY POINT UNION FREE SCHOOL DISTRICT, ,3624840,2020-21,706381,856644,150263,60358,917002,137550.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROME CITY SCHOOL DISTRICT, ,3624900,2020-21,1542087,1891317,349230,95037,1986354,297953.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROMULUS CENTRAL SCHOOL DISTRICT, ,3624930,2020-21,149297,168785,19488,7790,176575,26486.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT, ,3624960,2020-21,594600,699996,105396,29984,729980,109497,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROOSEVELT UNION FREE SCHOOL DISTRICT, ,3624990,2020-21,919886,1154506,234620,46964,1201470,180220.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROSCOE CENTRAL SCHOOL DISTRICT, ,3625020,2020-21,54478,67670,13192,2864,70534,10580.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROSLYN UNION FREE SCHOOL DISTRICT, ,3625050,2020-21,625999,786679,160680,46565,833244,124986.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROXBURY CENTRAL SCHOOL DISTRICT, ,3625110,2020-21,75958,86749,10791,3561,90310,13546.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT, ,3625140,2020-21,322418,386330,63912,17113,403443,60516.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT, ,3625170,2020-21,1497519,1831742,334223,90430,1922172,288325.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,RYE CITY SCHOOL DISTRICT, ,3625260,2020-21,723615,912535,188920,35909,948444,142266.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,108640,11.45,24,1
2021,New York,RYE NECK UNION FREE SCHOOL DISTRICT, ,3625290,2020-21,315922,390434,74512,16153,406587,60988.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,FLORIDA UNION FREE SCHOOL DISTRICT, ,3625320,2020-21,180812,221550,40738,9138,230688,34603.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SACHEM CENTRAL SCHOOL DISTRICT, ,3625350,2020-21,3120740,3706204,585464,238449,3944653,591697.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,16215,0.41,230,21
2021,New York,SAG HARBOR UNION FREE SCHOOL DISTRICT, ,3625380,2020-21,211577,258847,47270,10238,269085,40362.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SAGAPONACK COMMON SCHOOL DISTRICT, ,3625410,2020-21,2562,3418,856,1066,4484,672.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SALAMANCA CITY SCHOOL DISTRICT, ,3625440,2020-21,337507,424524,87017,24525,449049,67357.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SALEM CENTRAL SCHOOL DISTRICT, ,3625470,2020-21,158441,189540,31099,9429,198969,29845.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SALMON RIVER CENTRAL SCHOOL DISTRICT, ,3625500,2020-21,430156,502882,72726,22442,525324,78798.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SANDY CREEK CENTRAL SCHOOL DISTRICT, ,3625650,2020-21,239972,275373,35401,16985,292358,43853.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SARANAC LAKE CENTRAL SCHOOL DISTRICT, ,3625740,2020-21,334892,412327,77435,19111,431438,64715.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SARATOGA SPRINGS CITY SCHOOL DISTRICT, ,3625770,2020-21,1654607,2000978,346371,102827,2103805,315570.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SAUGERTIES CENTRAL SCHOOL DISTRICT, ,3625800,2020-21,684718,823237,138519,41827,865064,129759.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SAYVILLE UNION FREE SCHOOL DISTRICT, ,3625920,2020-21,714914,844257,129343,50085,894342,134151.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCARSDALE UNION FREE SCHOOL DISTRICT, ,3625950,2020-21,895971,1125384,229413,47153,1172537,175880.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHALMONT CENTRAL SCHOOL DISTRICT, ,3625980,2020-21,474437,568693,94256,28481,597174,89576.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHENECTADY CITY SCHOOL DISTRICT, ,3626010,2020-21,2762082,3398289,636207,263857,3662146,549321.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHODACK CENTRAL SCHOOL DISTRICT, ,3626070,2020-21,221166,272363,51197,15720,288083,43212.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHOHARIE CENTRAL SCHOOL DISTRICT, ,3626100,2020-21,241312,297652,56340,23179,320831,48124.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHROON LAKE CENTRAL SCHOOL DISTRICT, ,3626130,2020-21,64145,81645,17500,3816,85461,12819.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT, ,3626160,2020-21,406135,487405,81270,22663,510068,76510.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCIO CENTRAL SCHOOL DISTRICT, ,3626190,2020-21,93969,106560,12591,5529,112089,16813.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT, ,3626310,2020-21,642509,782806,140297,41216,824022,123603.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,NORTH SHORE CENTRAL SCHOOL DISTRICT, ,3626370,2020-21,656976,796765,139789,36430,833195,124979.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SEAFORD UNION FREE SCHOOL DISTRICT, ,3626400,2020-21,493964,619495,125531,28706,648201,97230.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SENECA FALLS CENTRAL SCHOOL DISTRICT, ,3626430,2020-21,355988,440645,84657,21099,461744,69261.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT, ,3626520,2020-21,1803006,2282592,479586,0,2282592,342388.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHARON SPRINGS CENTRAL SCHOOL DISTRICT, ,3626580,2020-21,74378,89268,14890,3112,92380,13857,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHELTER ISLAND UNION FREE SCHOOL DISTRICT, ,3626640,2020-21,46918,57751,10833,3160,60911,9136.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHENENDEHOWA CENTRAL SCHOOL DISTRICT, ,3626670,2020-21,2073020,2511744,438724,135392,2647136,397070.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT, ,3626700,2020-21,407002,495571,88569,14366,509937,76490.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHERMAN CENTRAL SCHOOL DISTRICT, ,3626730,2020-21,129911,161841,31930,7546,169387,25408.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHERRILL CITY SCHOOL DISTRICT, ,3626760,2020-21,480484,580450,99966,23828,604278,90641.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT, ,3626840,2020-21,457328,546063,88735,32548,578611,86791.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SIDNEY CENTRAL SCHOOL DISTRICT, ,3626850,2020-21,306247,367056,60809,13121,380177,57026.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SILVER CREEK CENTRAL SCHOOL DISTRICT, ,3626880,2020-21,295398,356759,61361,24622,381381,57207.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SKANEATELES CENTRAL SCHOOL DISTRICT, ,3626940,2020-21,264938,324008,59070,16037,340045,51006.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT, ,3627000,2020-21,321128,419345,98217,16539,435884,65382.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SMITHTOWN CENTRAL SCHOOL DISTRICT, ,3627060,2020-21,2134419,2558688,424269,139674,2698362,404754.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,New York,SODUS CENTRAL SCHOOL DISTRICT, ,3627120,2020-21,358594,414784,56190,25232,440016,66002.4,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
