,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
Reporting Year,StateName,LEAName,New/Closed LEA/ESA,NCESID,Year used to make the LEA/ESA/SEA determinations,Total LEA/ESA allocation for Section 611 of IDEA FFY 2020 ($),Total LEA/ESA allocation for Section 611 of IDEA FFY 2021 ($),Increase in LEA/ESA allocations for Section 611 from FFY 2020 to FFY 2021 ($),Total LEA/ESA allocation for Section 619 of IDEA FFY 2021 ($),Total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),Determination under 34 CFR 300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2021-22,Reduction of local and/or state funds taken pursuant to Section 613(a)(2)(C) by the LEA/ESA during SY 2021-22 ($),Percent of the available reduction taken by LEA /ESA during SY 2021-22 (%),Did the State determine whether the LEA/ESA met the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),Did the LEA/ESA meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),"By the date of this data submission, did the State return non-Federal funds to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N)",What amount of non-Federal funds did the State return to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? ($),Required CEIS Was the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2021-22? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification as a child with a disability'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification by disability category'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'placement in a particular educational setting'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'disciplinary action'? (Y/N),Required CEIS Amount reserved for required CEIS in the LEA /ESA in SY 2021-22 ($),Required CEIS Percent taken for required CEIS in the LEA /ESA in SY 2021-22 (%),Voluntary CEIS Did the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2021-22? (Y/N),Voluntary CEIS Amount reserved for voluntary CEIS in SY 2021-22 ($),Voluntary CEIS Percent taken for voluntary CEIS during SY 2021-22 (%),Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2021-22,"Total number of children who received CEIS under the IDEA anytime in the past two school years (including SY 2019-20, SY 2020-21 and SY 2021-22) and received special education and related services in SY 2021-22"
2021,Iowa,DIKE-NEW HARTFORD COMM SCHOOL DISTRICT, ,1909120,2019-20,38011,44193,6182,+,44193,6628.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,DUBUQUE COMM SCHOOL DISTRICT, ,1909480,2019-20,553633,634596,80963,+,634596,95189.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,DUNKERTON COMM SCHOOL DISTRICT, ,1909540,2019-20,17849,20538,2689,+,20538,3080.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,BOYER VALLEY COMM SCHOOL DISTRICT, ,1909570,2019-20,18960,21445,2485,+,21445,3216.75,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,DURANT COMM SCHOOL DISTRICT, ,1909600,2019-20,25040,28424,3384,+,28424,4263.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EAGLE GROVE COMM SCHOOL DISTRICT, ,1909990,2019-20,49910,57506,7596,+,57506,8625.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EARLHAM COMM SCHOOL DISTRICT, ,1910050,2019-20,25972,30503,4531,+,30503,4575.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EAST BUCHANAN COMM SCHOOL DISTRICT, ,1910110,2019-20,25423,29451,4028,+,29451,4417.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EASTON VALLEY COMM SCHOOL DISTRICT, ,1910130,2019-20,26261,30062,3801,+,30062,4509.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,RIVER VALLEY COMM SCHOOL DISTRICT, ,1910340,2019-20,18355,22298,3943,+,22298,3344.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EAST UNION COMM SCHOOL DISTRICT, ,1910350,2019-20,25974,30417,4443,+,30417,4562.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,3953,13,15,6
2021,Iowa,EASTERN ALLAMAKEE COMM SCHOOL DISTRICT, ,1910410,2019-20,14900,17300,2400,+,17300,2595,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EDGEWOOD-COLESBURG COMM SCHOOL DISTRICT, ,1910500,2019-20,20798,23532,2734,+,23532,3529.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,ELDORA-NEW PROVIDENCE COMM SCHOOL DISTRICT, ,1910690,2019-20,29213,31891,2678,+,31891,4783.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EMMETSBURG COMM SCHOOL DISTRICT, ,1910950,2019-20,35949,40281,4332,+,40281,6042.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,ENGLISH VALLEYS COMM SCHOOL DISTRICT, ,1910980,2019-20,21860,25529,3669,+,25529,3829.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,ESSEX COMM SCHOOL DISTRICT, ,1911040,2019-20,9421,11222,1801,+,11222,1683.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,ESTHERVILLE LINCOLN CENTRAL COM SCH DIST, ,1911070,2019-20,60545,68474,7929,+,68474,10271.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EXIRA ELK HORN KIMBALLTON COMMUNITY SCHOOL, ,1911250,2019-20,19346,21849,2503,+,21849,3277.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,FAIRFIELD COMM SCHOOL DISTRICT, ,1911340,2019-20,81956,94717,12761,+,94717,14207.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,FOREST CITY COMM SCHOOL DISTRICT, ,1911790,2019-20,49382,57020,7638,+,57020,8553,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,FORT DODGE COMM SCHOOL DISTRICT, ,1911820,2019-20,207386,240963,33577,+,240963,36144.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,FORT MADISON COMM SCHOOL DISTRICT, ,1911850,2019-20,104139,128046,23907,+,128046,19206.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,FREMONT-MILLS COMM SCHOOL DISTRICT, ,1912120,2019-20,21359,24099,2740,+,24099,3614.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GALVA-HOLSTEIN COMM SCHOOL DISTRICT, ,1912230,2019-20,20250,24288,4038,+,24288,3643.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GARNER-HAYFIELD-VENTURA COMM SCHOOL DISTRICT, ,1912330,2019-20,38462,45783,7321,+,45783,6867.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT, ,1912480,2019-20,19219,22845,3626,+,22845,3426.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GILBERT COMM SCHOOL DISTRICT, ,1912510,2019-20,64913,74907,9994,+,74907,11236.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GILMORE CITY-BRADGATE COMM SCHOOL DISTRICT, ,1912600,2019-20,8430,10016,1586,+,10016,1502.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GLADBROOK-REINBECK COMM SCHOOL DISTRICT, ,1912660,2019-20,27160,30997,3837,+,30997,4649.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GLENWOOD COMM SCHOOL DISTRICT, ,1912690,2019-20,89926,104459,14533,+,104459,15668.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GLIDDEN-RALSTON COMM SCHOOL DISTRICT, ,1912750,2019-20,13874,15740,1866,+,15740,2361,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GRAETTINGER-TERRIL COMM SCHOOL DISTRICT, ,1912810,2019-20,17748,21121,3373,+,21121,3168.15,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NODAWAY VALLEY COMM SCHOOL DISTRICT, ,1913110,2019-20,30189,34671,4482,+,34671,5200.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GRINNELL-NEWBURG COMM SCHOOL DISTRICT, ,1913200,2019-20,76329,86606,10277,+,86606,12990.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GRISWOLD COMM SCHOOL DISTRICT, ,1913230,2019-20,20910,24163,3253,+,24163,3624.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GRUNDY CENTER COMM SCHOOL DISTRICT, ,1913290,2019-20,28546,34076,5530,+,34076,5111.4,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GUTHRIE CENTER COMM SCHOOL DISTRICT, ,1913320,2019-20,20277,22252,1975,+,22252,3337.8,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,CLAYTON RIDGE COMM SCHOOL DISTRICT, ,1913350,2019-20,31693,36517,4824,+,36517,5477.55,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,H-L-V COMM SCHOOL DISTRICT, ,1913380,2019-20,16023,18337,2314,+,18337,2750.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HAMBURG COMM SCHOOL DISTRICT, ,1913440,2019-20,10255,11818,1563,+,11818,1772.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HAMPTON-DUMONT COMM SCHOOL DISTRICT, ,1913470,2019-20,59192,66887,7695,+,66887,10033.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HARLAN COMM SCHOOL DISTRICT, ,1913500,2019-20,67632,77223,9591,+,77223,11583.45,1,+,0,1,1,+,+,1,1,0,0,0,11583,15,0,+,0,+,+
2021,Iowa,HARTLEY-MELVIN-SANBORN COMM SCHOOL DISTRICT, ,1913660,2019-20,33083,39519,6436,+,39519,5927.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HIGHLAND COMM SCHOOL DISTRICT, ,1914010,2019-20,26551,30426,3875,+,30426,4563.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HINTON COMM SCHOOL DISTRICT, ,1914160,2019-20,24227,27822,3595,+,27822,4173.3,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HOWARD-WINNESHIEK COMM SCHOOL DISTRICT, ,1914280,2019-20,58983,68393,9410,+,68393,10258.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HUBBARD-RADCLIFFE COMM SCHOOL DISTRICT, ,1914310,2019-20,19600,22883,3283,+,22883,3432.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HUDSON COMM SCHOOL DISTRICT, ,1914340,2019-20,32027,36350,4323,+,36350,5452.5,1,+,0,1,1,+,+,1,1,0,0,0,5453,15,0,+,0,+,+
2021,Iowa,HUMBOLDT COMM SCHOOL DISTRICT, ,1914370,2019-20,62582,71756,9174,+,71756,10763.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,INDEPENDENCE COMM SCHOOL DISTRICT, ,1914580,2019-20,71337,81491,10154,+,81491,12223.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,INDIANOLA COMM SCHOOL DISTRICT, ,1914640,2019-20,156342,183102,26760,+,183102,27465.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,INTERSTATE 35 COMM SCHOOL DISTRICT, ,1914670,2019-20,37805,42566,4761,+,42566,6384.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,IOWA CITY COMM SCHOOL DISTRICT, ,1914700,2019-20,707242,824232,116990,+,824232,123634.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,1,107110,13,19,11
2021,Iowa,IOWA FALLS COMM SCHOOL DISTRICT, ,1914730,2019-20,49276,57261,7985,+,57261,8589.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,IOWA VALLEY COMM SCHOOL DISTRICT, ,1914850,2019-20,24433,27957,3524,+,27957,4193.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,IKM-MANNING COMM SCHOOL DISTRICT, ,1914880,2019-20,31435,36427,4992,+,36427,5464.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,JANESVILLE CONSOLIDATED SCHOOL DISTRICT, ,1915180,2019-20,18930,22332,3402,+,22332,3349.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,GREENE COUNTY COMM SCHOOL DISTRICT, ,1915210,2019-20,57367,65081,7714,+,65081,9762.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,JESUP COMM SCHOOL DISTRICT, ,1915330,2019-20,43158,50450,7292,+,50450,7567.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,JOHNSTON COMM SCHOOL DISTRICT, ,1915450,2019-20,322202,372866,50664,+,372866,55929.9,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,KEOKUK COMM SCHOOL DISTRICT, ,1915630,2019-20,98622,114822,16200,+,114822,17223.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,KEOTA COMM SCHOOL DISTRICT, ,1915660,2019-20,16144,18553,2409,+,18553,2782.95,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,KINGSLEY-PIERSON COMM SCHOOL DISTRICT, ,1915750,2019-20,21941,25967,4026,+,25967,3895.05,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,KNOXVILLE COMM SCHOOL DISTRICT, ,1915840,2019-20,83982,97002,13020,+,97002,14550.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LAKE MILLS COMM SCHOOL DISTRICT, ,1916110,2019-20,26465,31079,4614,+,31079,4661.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,HARRIS-LAKE PARK COMM SCHOOL DISTRICT, ,1916140,2019-20,13142,15435,2293,+,15435,2315.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LAMONI COMM SCHOOL DISTRICT, ,1916320,2019-20,15507,17994,2487,+,17994,2699.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LAURENS-MARATHON COMM SCHOOL DISTRICT, ,1916420,2019-20,12699,14455,1756,+,14455,2168.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LAWTON-BRONSON COMM SCHOOL DISTRICT, ,1916440,2019-20,27831,32303,4472,+,32303,4845.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LE MARS COMM SCHOOL DISTRICT, ,1916530,2019-20,118655,138385,19730,+,138385,20757.75,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LENOX COMM SCHOOL DISTRICT, ,1916620,2019-20,21550,25709,4159,+,25709,3856.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LEWIS CENTRAL COMM SCHOOL DISTRICT, ,1916680,2019-20,131847,152827,20980,+,152827,22924.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH CEDAR COMM SCHOOL DISTRICT, ,1917100,2019-20,34098,39178,5080,+,39178,5876.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LINN-MAR COMM SCHOOL DISTRICT, ,1917220,2019-20,350517,404266,53749,+,404266,60639.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LISBON COMM SCHOOL DISTRICT, ,1917250,2019-20,26377,31625,5248,+,31625,4743.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LOGAN-MAGNOLIA COMM SCHOOL DISTRICT, ,1917460,2019-20,25885,28921,3036,+,28921,4338.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LONE TREE COMM SCHOOL DISTRICT, ,1917550,2019-20,17005,19844,2839,+,19844,2976.6,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LOUISA-MUSCATINE COMM SCHOOL DISTRICT, ,1917820,2019-20,32383,37570,5187,+,37570,5635.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LUVERNE COMM SCHOOL DISTRICT, ,1917880,2019-20,7686,9535,1849,+,9535,1430.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,LYNNVILLE-SULLY COMM SCHOOL DISTRICT, ,1918030,2019-20,22620,25673,3053,+,25673,3850.95,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MFL MARMAC COMM SCHOOL DISTRICT, ,1918120,2019-20,35370,42434,7064,+,42434,6365.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MADRID COMM SCHOOL DISTRICT, ,1918180,2019-20,30013,34666,4653,+,34666,5199.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,EAST MILLS COMM SCHOOL DISTRICT, ,1918240,2019-20,24852,29143,4291,+,29143,4371.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MANSON NORTHWEST WEBSTER COMM SCHOOL DISTRICT, ,1918330,2019-20,31496,36863,5367,+,36863,5529.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MAPLE VALLEY COMM SCHOOL DISTRICT, ,1918480,2019-20,30110,34915,4805,+,34915,5237.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MAQUOKETA COMM SCHOOL DISTRICT, ,1918510,2019-20,65445,76975,11530,+,76975,11546.25,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MAQUOKETA VALLEY COMM SCHOOL DISTRICT, ,1918540,2019-20,31535,36448,4913,+,36448,5467.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MARCUS-MERIDEN-CLEGHORN COMM SCHOOL DISTRICT, ,1918630,2019-20,19198,21918,2720,+,21918,3287.7,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MARION INDEPENDENT SCHOOL DISTRICT, ,1918690,2019-20,91066,106572,15506,+,106572,15985.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MARSHALLTOWN COMM SCHOOL DISTRICT, ,1918720,2019-20,271485,312193,40708,+,312193,46828.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MARTENSDALE-ST MARYS COMM SCHOOL DISTRICT, ,1918750,2019-20,23957,27841,3884,+,27841,4176.15,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MASON CITY COMM SCHOOL DISTRICT, ,1918780,2019-20,205984,224832,18848,+,224832,33724.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MOC-FLOYD VALLEY COMM SCHOOL DISTRICT, ,1918840,2019-20,86942,102629,15687,+,102629,15394.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MEDIAPOLIS COMM SCHOOL DISTRICT, ,1918930,2019-20,36240,42857,6617,+,42857,6428.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MELCHER-DALLAS COMM SCHOOL DISTRICT, ,1918960,2019-20,15508,17868,2360,+,17868,2680.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MID-PRAIRIE COMM SCHOOL DISTRICT, ,1919140,2019-20,59961,68172,8211,+,68172,10225.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MIDLAND COMM SCHOOL DISTRICT, ,1919200,2019-20,24115,27578,3463,+,27578,4136.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MISSOURI VALLEY COMM SCHOOL DISTRICT, ,1919440,2019-20,37145,41658,4513,+,41658,6248.7,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MONTEZUMA COMM SCHOOL DISTRICT, ,1919590,2019-20,22326,25474,3148,+,25474,3821.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MONTICELLO COMM SCHOOL DISTRICT, ,1919650,2019-20,46221,54263,8042,+,54263,8139.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MORAVIA COMM SCHOOL DISTRICT, ,1919710,2019-20,16365,19431,3066,+,19431,2914.65,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MORMON TRAIL COMM SCHOOL DISTRICT, ,1919740,2019-20,11055,12588,1533,+,12588,1888.2,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MORNING SUN COMM SCHOOL DISTRICT, ,1919770,2019-20,9751,10501,750,+,10501,1575.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MOULTON-UDELL COMM SCHOOL DISTRICT, ,1919800,2019-20,10368,11991,1623,+,11991,1798.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MOUNT AYR COMM SCHOOL DISTRICT, ,1919860,2019-20,28464,31801,3337,+,31801,4770.15,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MOUNT PLEASANT COMM SCHOOL DISTRICT, ,1919890,2019-20,93308,106826,13518,+,106826,16023.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MOUNT VERNON COMM SCHOOL DISTRICT, ,1920040,2019-20,47998,56860,8862,+,56860,8529,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MURRAY COMM SCHOOL DISTRICT, ,1920100,2019-20,11087,12505,1418,+,12505,1875.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,MUSCATINE COMM SCHOOL DISTRICT, ,1920130,2019-20,235179,269661,34482,+,269661,40449.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NASHUA-PLAINFIELD COMM SCHOOL DISTRICT, ,1920190,2019-20,26857,31690,4833,+,31690,4753.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NEVADA COMM SCHOOL DISTRICT, ,1920250,2019-20,67365,77726,10361,+,77726,11658.9,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NEW HAMPTON COMM SCHOOL DISTRICT, ,1920340,2019-20,46652,53877,7225,+,53877,8081.55,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NEW LONDON COMM SCHOOL DISTRICT, ,1920460,2019-20,23486,27774,4288,+,27774,4166.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NEWELL-FONDA COMM SCHOOL DISTRICT, ,1920580,2019-20,21874,26264,4390,+,26264,3939.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NEWTON COMM SCHOOL DISTRICT, ,1920610,2019-20,148913,171045,22132,+,171045,25656.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,CENTRAL SPRINGS COMM SCHOOL DISTRICT, ,1920760,2019-20,38333,43489,5156,+,43489,6523.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH LINN COMM SCHOOL DISTRICT, ,1920820,2019-20,26449,30051,3602,+,30051,4507.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH KOSSUTH COMM SCHOOL DISTRICT, ,1920830,2019-20,15885,17998,2113,+,17998,2699.7,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH MAHASKA COMM SCHOOL DISTRICT, ,1920850,2019-20,23721,27965,4244,+,27965,4194.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH POLK COMM SCHOOL DISTRICT, ,1920910,2019-20,76275,92364,16089,+,92364,13854.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH SCOTT COMM SCHOOL DISTRICT, ,1920940,2019-20,133744,158976,25232,+,158976,23846.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTH TAMA COUNTY COMM SCHOOL DISTRICT, ,1921000,2019-20,20231,23250,3019,+,23250,3487.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTHEAST COMM SCHOOL DISTRICT, ,1921090,2019-20,25653,29360,3707,+,29360,4404,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Iowa,NORTHWOOD-KENSETT COMM SCHOOL DISTRICT, ,1921210,2019-20,23837,27587,3750,+,27587,4138.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
